strate_CP;sexe;IPS_CP;strate_CE1;CPFCOMO_Debut;CPFCOPH_Debut;CPFCOTE_Debut;CPFPHPH_Debut;CPFPHSY_Debut;CPFRLGP_Debut;CPFRLLE_Debut;CPFRLSI_Debut;CPFRLSY_Debut;CPMETNOCOEN_Debut;CPMETNOCORN_Debut;CPMETNOPR_Debut;CPMUTNOCA_Debut;CPMUTNOGN_Debut;CPMUTNOLN_Debut;CPFCOPH_Mi;CPFLILVMO_Mi;CPFLILVMOINV_Mi;CPFLILVTE_Mi;CPFLOE_Mi;CPFLOR_Mi;CPFPHPH_Mi;CPFRLGP_Mi;CPMNOCACOGN_Mi;CPMNOCACOLN_Mi;CPMNOCANECLAD_Mi;CPMNOCANECLSO_Mi;CPMNOCANOEN_Mi;CPMNOCARP_Mi;CE1COMO;CE1COPH;CE1FLOE;CE1FLOR;CE1LICP;CE1LICTEN;CE1LILVMO;CE1LILVTE;CE1MEGAS;CE1MNOCACOLN;CE1MNOCANECLAD;CE1MNOCANECLSO;CE1MNOCANECM;CE1MNOCANOEN;CE1MNOCANORC;CE1MNOCANORP;CE1MNOCARP;IPS_CE1;birthday;CodeEleve;CodeEtablissementCP;CodeEtablissementCE1;CodeClasseCP;CodeClasseCE1
REP+;Garcon;70.5;REP+;9;10;11;3;9;5;3;3;7;9;8;1;6;7;1;;7;3;5;1;;5;7;31;2;2;0;5;2;5;10;0;0;0;2;6;6;4;2;2;1;3;0;3;0;1;69.6;2012-02;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;105.9;Public Hors EP;13;12;10;10;13;8;6;4;13;10;10;3;8;9;3;12;15;19;18;7;6;10;10;27;4;5;7;9;1;12;12;8;8;7;6;39;44;8;4.5;0;3;7;5;6;10;3;104.4;2012-11;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;91;Public Hors EP;12;11;6;9;11;7;6;2;19;11;10;5;8;60;4;13;;;;4;3;9;8;39;6;6;6;10;5;13;14;4;0;4;5;;;5;4;2;0;7;4;7;11;3;89.7;2012-03;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;106.8;Public Hors EP;14;14;15;13;14;10;7;4;24;11;10;6;8;23;1;13;26;26;36.25;9;6;10;10;40;6.5;7;7;10;5;15;15;12;10;10;8;69.6;90;7;10;7;8;10;10;10;16;6;106.4;2012-07;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;80.7;Public Hors EP;13;14;18;14;13;9;6;4;24;10;10;4;8;59;5;14;26;25;29.4736842105263;10;7;12;10;40;5;7;6;10;5;15;13;10;8;3;7;55;63;7;11;3;4;10;9;10;6;5;85.4;2012-05;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;101.8;Public Hors EP;13;13;14;13;11;9;4;3;9;8;10;4;7;6;4;12;16;12;18;8;3;10;10;40;7;5;7;10;3;13;13;8;9;8;6;41;40;5;8;6;3;9;10;10;8;4;102.2;2012-12;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;80.4;Public Hors EP;13;12;12;9;13;8;5;3;24;5;10;1;8;1;3;13;10;13;9;6;6;11;9;29;0.5;6;4;6;2;12;13;12;6;8;5;29;26;6;1.5;2;1;4;0;6;0;4;82.5;2012-04;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;98.4;Public Hors EP;15;14;17;15;14;10;7;4;21;11;10;6;8;20;4;14;72;45;133.846153846154;10;8;11;9;40;7.5;7;7;10;4;14;15;11;12;9;8;92.3076923076923;142.325581395349;5;11.5;7;8;10;10;10;15;5;96.9;2012-05;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;114.5;Public Hors EP;13;13;17;11;14;8;4;4;5;11;10;5;8;24;3;12;37.5;30;51.1764705882353;10;7;9;10;40;4.5;7;5;10;4;14;15;11;12;10;8;52;74;5;7;5;4;9;10;10;10;4;110.5;2012-04;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;88.6;Public Hors EP;14;13;14;9;13;10;4;4;21;11;10;3;8;18;0;14;32.4;36;43.5;9;7;12;10;40;9;6;7;10;5;13;15;12;12;9;8;76.5957446808511;78;6;14;7;8;10;10;10;16;6;89.1;2012-04;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;110.1;Public Hors EP;15;14;18;10;14;10;6;3;19;11;10;6;8;43;4.5;13;30;34.8;37.3333333333333;10;8;12;10;40;6;7;7;10;4;14;15;12;12;9;8;81.4285714285714;117.692307692312;7;12.5;7;6;10;10;10;16;6;111.9;2012-08;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;120.6;Public Hors EP;2;11;12;3;4;8;2;4;10;11;9;2;8;45;4;13;14;9;16;10;5;7;7;39;2.5;4;5;6;3;13;15;10;8;9;5;32;31;4;5;4;0;7;6;7;9;4;121.5;2012-12;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;91.5;Public Hors EP;12;14;11;12;12;8;4;3;23;11;9;3;7;20;1;12;26;21;28;6;8;9;10;40;6;7;6;9;5;14;15;12;11;10;8;50;75;4;8.5;7;7;10;10;10;15;4;96.4;2012-03;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;110;Public Hors EP;;12;9;11;;9;6;;;11;10;2;7;28;3;12;19;18;14;8;7;11;10;38;8;3;6;10;4;15;15;11;9;7;6;46;44;5;5.5;1;2;7;9;9;10;2;112.1;2012-09;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;117;Public Hors EP;14;13;17;11;15;10;6;4;22;11;10;4;8;33;4;13;15;12;52.7272727272727;9;8;9;10;40;5.5;7;7;10;5;14;15;10;9;10;8;54;53;7;2.5;6;6;10;8;9;16;3;114.8;2012-01;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;101.3;Public Hors EP;10;4;8;2;7;2;3;4;8;11;5;1;8;5;3;13;11;10;11;7;7;10;8;25;3.5;7;1;9;2;12;14;0;1;0;2;10;8;7;5.5;2;0;3;6;3;5;2;98.3;2012-06;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;116.4;Public Hors EP;10;14;14;7;15;8;5;3;14;11;10;3;8;24;1.5;;24.6428571428571;24;30;8;;6;10;30;4;;5;;1;14;15;12;10;9;7;47;76;5;6;3;3;9;10;9;7;6;118.2;2012-05;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
REP+;Garcon;69.1;REP+;7;10;4;4;8;1;2;4;5;10;10;1;6;1;0;4;14;18;20;9;5;11;10;32;1;1;2;10;3;10;14;8;11;6;7;53;56;3;7.5;2;0;7;10;10;9;1;70.6;2012-10;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;107.9;Public Hors EP;10;14;9;6;11;7;2;2;7;11;10;4;8;9;0;12;27;24;27;5;6;10;9;16;4.5;6;1;10;3;14;14;12;11;9;8;47;41;7;8.5;4;5;6;10;9;12;2;110.1;2012-07;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;116.9;Public Hors EP;14;11;17;12;14;;;4;21;11;10;6;8;38;6;13;17;21;21;10;7;12;10;38;2.5;7;7;10;5;15;12;11;8;8;8;56;71;6;8.5;7;8;10;10;10;7;4;114.9;2012-05;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;124.6;Public Hors EP;13;14;16;6;11;5;5;4;20;9;10;5;8;35;4.5;14;20;19;24;8;7;8;10;40;8.5;7;7;10;5;13;15;12;10;10;7;46;55;8;9;7;6;10;10;10;11;5;124.5;2012-05;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;107.8;Public Hors EP;8;4;7;12;10;5;2;4;1;6;10;2;7;13;3.5;13;20;22;20;9;8;11;10;0;3;6;1;10;3;15;14;12;8;6;7;39;47;6;8.5;7;4;9;9;9;13;5;108.8;2012-06;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;91.1;Public Hors EP;13;12;12;13;13;9;6;4;24;11;10;6;7;27;4.5;12;40;31.5789473684211;49.7142857142857;10;7;12;10;40;9;7;7;10;5;14;14;10;9;9;8;60;91;4;9.5;7;3;10;10;10;12;4;92.1;2012-02;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;99;Public Hors EP;15;14;16;9;14;10;6;4;23;11;10;6;8;24;3.5;14;25;19;24;9;8;12;10;40;9;7;7;8;5;15;15;12;10;7;5;27;53;8;8;4;3;9;9;10;8;3;105.1;2012-07;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;99.2;Public Hors EP;7;9;6;2;6;5;3;0;10;8;10;5;7;11;0;10;6;4;8;3;0;4;7;38;1.5;7;0;5;2;14;12;4;3;4;4;12;7;4;6;3;0;7;9;6;12;2;95.2;2012-12;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Prive;Fille;142;Prive;14;14;13;8;11;7;6;4;7;11;10;6;7;16;5;12;16;18;29;10;8;10;10;40;6;6;7;7;4;14;14;12;11;10;6;39;37;6;10.5;5;6;10;10;10;12;6;144;2012-01;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;108.8;Public Hors EP;11;13;18;12;11;6;5;4;19;11;9;2;8;14;4;11;10;6;8;2;0;4;10;40;6;5;5;7;4;12;13;3;7;4;4;18;17;7;0;3;3;4;4;7;1;2;107.3;2012-03;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;;Public Hors EP;12;14;15;10;12;10;5;4;22;10;9;5;8;30;5;14;12;9;8;7;7;10;10;32;7;7;7;10;5;14;15;10;5;8;7;20;10;8;11.5;6;4;9;10;10;15;4;87.7;2012-07;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;98.2;Public Hors EP;13;12;15;9;14;10;5;4;20;11;10;3;8;21;2;12;56.25;39.0697674418605;49.4117647058823;10;8;12;10;40;5.5;6;1;9;2;15;11;11;10;6;8;72.5;84;2;5.5;3;2;9;10;7;10;4;97.9;2012-07;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;128.2;Public Hors EP;15;14;15;7;13;9;7;1;14;10;10;5;8;26;1.5;14;20;19;27;9;6;10;10;40;10;6;6;10;5;15;15;11;11;10;7;46;102;8;7;3;6;10;10;9;8;6;126.8;2012-10;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
REP+;Garcon;75.4;REP+;8;10;10;4;13;3;2;2;16;11;10;1;8;23;0.5;7;13;12;15;7;5;4;10;40;2.5;7;0;10;2;11;10;10;11;6;4;47;44;2;1.5;4;4;10;9;8;10;2;75.5;2012-11;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;86.2;Public Hors EP;15;14;17;13;12;10;5;4;24;11;10;0;8;20;3;12;31.6981132075472;29;43.5;10;8;11;10;38;7;7;7;10;3;15;15;12;9;10;6;73.469387755102;103.728813559325;6;4.5;6;3;6;10;10;12;3;90.2;2012-05;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Prive;Garcon;121.2;Prive;9;11;13;4;10;2;5;2;6;11;10;5;8;38;2;12;15;18;25;9;7;4;10;38;3;7;0;0;3;13;15;10;10;8;5;39;42;4;9.5;2;6;8;10;10;15;6;120.7;2012-09;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
REP;Garcon;66.7;REP;10;8;9;12;9;10;6;3;15;9;10;5;8;16;4.5;9;37.5;26;40.4651162790698;10;7;11;10;39;8;5;7;10;3;;;;;;;57.9661016949153;60;7;5;6;4;9;10;10;3;5;64.1;2012-03;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
REP+;Fille;66.8;REP+;12;12;13;9;10;8;5;4;4;9;10;3;7;7;2;13;15;10;6;9;5;12;10;36;3;7;5;10;5;14;12;12;11;2;5;12;5;7;3;1;0;9;9;7;14;4;66.1;2012-09;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;77.9;Public Hors EP;12;11;13;7;14;9;7;4;23;11;10;4;8;24;5;14;25;20;47.027027027027;10;7;12;10;40;9;7;7;10;3;13;12;11;9;8;6;77.3333333333333;117.692307692312;6;6.5;5;5;9;10;10;9;4;92.8;2012-03;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;82.4;Public Hors EP;10;13;14;9;13;9;6;4;16;11;9;4;8;25;3;12;26;24;27;10;7;12;10;40;4.5;7;7;10;3;13;15;11;11;10;7;61.0526315789474;65;8;5;6;7;10;10;10;15;6;79.9;2012-01;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;89.5;Public Hors EP;14;14;16;11;13;10;6;3;16;11;10;2;8;26;6;14;42.8571428571429;33.9622641509434;51.1764705882353;10;8;12;8;40;6;7;7;10;5;15;15;12;12;9;7;50;70;5;3.5;6;7;10;10;9;8;6;90.5;2012-09;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
REP;Garcon;83.5;REP;13;13;17;13;15;10;7;4;21;11;10;6;8;20;4.5;14;48.6486486486487;39.1304347826087;87;10;6;12;10;40;7;7;7;10;5;14;15;12;12;10;6;112.5;124.897959183677;5;9;7;8;10;10;10;15;6;82.7;2012-02;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;116.1;Public Hors EP;15;12;17;6;14;8;5;4;16;4;10;3;8;16;6;13;27;18;24;10;7;12;10;40;3;7;1;10;4;14;15;10;7;10;6;55;70;7;9.5;6;4;8;10;10;14;6;103.3;2012-02;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;91.5;Public Hors EP;6;9;4;5;12;5;6;4;7;11;10;1;8;4;0.5;8;17;25;23;10;6;10;10;2;3;7;7;10;5;9;14;8;8;8;6;51;44;4;8.5;4;4;9;10;10;16;4;89.9;2012-02;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;109.4;Public Hors EP;15;12;16;10;12;8;4;3;16;11;10;3;8;21;4;14;72.5;41.1428571428571;69.6;10;8;11;8;40;7;5;7;10;4;14;15;12;11;10;8;112.5;135.999999999997;4;15;7;7;10;10;9;16;6;117.9;2012-07;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;93.3;Public Hors EP;11;12;10;10;14;6;2;2;5;9;10;1;8;3;3.5;11;12;16;15;6;8;10;10;25;4;2;0;8;2;;7;;5;;3;14;9;5;3;1;0;4;3;;8;0;89;2012-10;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;112.6;Public Hors EP;14;13;14;1;6;4;4;3;11;9;10;2;8;27;3.5;9;13;17;23;7;5;12;8;40;3;7;7;10;3;14;13;9;9;7;6;39;42;5;11;4;4;10;9;9;9;4;117.9;2012-08;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
REP;Garcon;68.1;REP;9;7;11;1;6;3;4;3;9;11;8;1;5;31;2;10;9;10;9;5;3;4;10;36;3.5;3;0;6;1;5;10;6;6;3;2;18;16;2;7;1;0;4;3;5;2;2;69.1;2012-09;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;102.9;Public Hors EP;13;14;14;5;10;6;3;4;10;10;10;1;7;18;2.5;14;16;15;22;6;6;10;10;40;4;6;1;9;2;15;15;8;10;6;6;21;6;2;3.5;2;2;8;10;9;10;4;103.4;2012-12;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
REP;Garcon;78.8;REP;12;9;10;1;11;10;6;4;5;11;10;3;8;13;2;;;;;4;;5;10;32;2;2;3;7;0;12;11;9;4;3;1;25;22;7;3.5;1;2;3;4;7;3;1;78.6;2012-10;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;98.8;Public Hors EP;13;12;12;10;12;10;5;4;10;10;10;4;8;2;4;12;14;15;22;8;7;11;10;40;1.5;5;6;8;3;15;13;8;5;7;6;37;38;6;6.5;4;4;9;8;7;10;5;96.8;2012-08;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;109.8;Public Hors EP;15;14;15;12;12;8;7;1;24;11;10;5;8;60;2;13;25.0909090909091;23;30.5660377358491;;7;4;;40;6;7;6;10;5;15;15;12;11;10;7;66.7924528301887;101;8;13;6;8;10;10;10;14;6;110.6;2012-02;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;97.2;Public Hors EP;6;8;9;2;3;5;4;4;24;11;10;5;8;4;2;;7;9;6;4;2;4;7;35;4.5;5;7;5;2;10;11;6;3;3;3;17;8;2;5.5;2;0;10;4;6;11;3;101.9;2012-10;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;104;Public Hors EP;10;12;14;7;11;7;4;4;8;11;10;4;8;18;3;10;21;13;23;7;3;7;9;40;3;7;1;10;2;13;15;10;8;9;7;41;49;5;10.5;3;2;8;9;10;9;2;107.1;2012-08;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Prive;Garcon;100.7;Prive;14;12;13;3;12;4;2;2;23;8;10;1;8;22;2;14;15;19;19;9;4;10;10;40;4;6;0;10;3;14;14;10;9;8;5;43;23;8;2;5;2;5;10;10;11;3;103.1;2012-06;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Prive;Garcon;145.1;Prive;13;12;14;14;15;8;5;4;23;11;10;6;7;37;5.5;12;66.6666666666667;45;69.6;10;7;12;10;40;6;7;7;10;5;14;15;12;11;10;8;94.7368421052632;138.139534883721;8;5;6;8;10;10;10;9;6;146.7;2012-03;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
REP;Fille;80.3;REP;;12;8;5;;10;7;;;;;;;;;12;30.5454545454545;31.0344827586207;31.1111111111111;10;6;6;10;40;2;7;7;10;4;15;15;12;10;10;6;61.0526315789474;72;4;5;4;5;10;10;9;14;5;81.4;2012-03;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;78.4;Public Hors EP;10;8;9;13;11;9;5;4;20;11;10;3;8;12;5;9;22;24;28;9;6;10;10;40;5;6;7;9;3;13;12;12;11;6;6;48;52;5;5.5;4;0;9;8;9;14;5;76.2;2012-08;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;;Public Hors EP;15;12;18;14;15;10;5;4;21;8;10;5;8;10;6;14;20;12;17;9;6;12;9;39;9;7;7;10;5;15;14;12;12;10;6;35;30;6;11;3;5;10;8;9;15;4;;2012-01;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;105.3;Public Hors EP;15;14;18;14;15;10;7;4;23;11;10;6;8;25;5;14;75;72;72.5;10;8;12;10;40;8;7;7;10;5;14;;11;;10;4;78.6666666666667;153;7;15;7;7;9;10;9;15;6;111.1;2012-05;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;104.4;Public Hors EP;11;12;11;4;8;8;7;2;15;10;10;4;8;14;1;12;19;15;11;7;2;7;10;32;4;5;6;9;4;12;13;6;6;8;5;45;54;8;13;7;7;8;9;9;14;6;105.6;2012-03;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;107;Public Hors EP;11;12;15;5;7;7;4;2;13;11;10;2;8;22;0;12;15;12;21;9;5;6;8;39;1;7;0;10;3;12;15;9;9;8;4;51;66;6;7.5;5;2;9;9;10;13;3;111.4;2012-09;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
REP;Fille;94.8;REP;7;12;9;6;6;4;5;4;14;11;10;2;7;3;0;11;28;29;29;10;7;11;10;39;3.5;4;1;8;1;7;15;11;6;7;5;61.0169491525424;99;5;1.5;1;2;6;8;7;4;2;98.2;2012-06;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;117.5;Public Hors EP;14;14;17;10;11;10;7;4;16;11;10;4;8;30;2;14;30.5454545454545;24;37.6744186046512;10;8;10;10;40;4;4;7;10;4;15;15;12;10;7;7;52;46;6;8;2;5;10;10;10;7;4;119.8;2012-06;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
REP;Garcon;91.7;REP;15;14;18;14;15;8;6;4;0;11;10;4;8;30;1.5;14;69.2307692307692;51.4285714285714;108.75;10;8;12;9;40;7;7;7;10;4;12;14;11;12;10;7;65.4545454545455;120.000000000001;5;8;7;7;10;10;10;14;5;89.2;2012-11;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;106.8;Public Hors EP;10;10;11;10;9;8;6;3;22;10;10;1;8;29;1;9;22;17;31.2;5;4;9;9;39;9;4;4;8;3;9;10;6;3;5;4;55;56;4;6.5;6;5;9;3;8;5;2;108.6;2012-11;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;104;Public Hors EP;11;11;8;10;9;7;5;4;23;11;9;0;8;10;0.5;13;22;13;26;10;5;9;10;40;4.5;7;3;10;4;12;15;10;12;10;8;51;63;7;9.5;7;7;7;10;8;15;3;102.9;2012-08;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;109.8;Public Hors EP;13;14;18;8;14;10;7;4;24;11;10;6;8;26;2.5;11;19;7;12;9;5;11;10;39;5.5;7;7;10;5;15;15;11;12;5;3;25;28;6;11;7;0;10;10;8;15;6;111.3;2012-09;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Prive;Garcon;121.8;Prive;14;12;16;9;13;8;5;4;22;;;;;;;12;25;20;29;10;8;11;10;39;7;7;7;10;5;14;14;11;10;9;6;60;98;8;9;7;8;10;10;9;14;5;125.1;2012-11;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;115.5;Prive;8;12;15;15;13;10;6;4;24;10;10;6;7;58;3;11;31.0344827586207;27;33.6;7;8;12;10;40;6;7;7;10;4;10;12;10;12;8;8;53;63;7;11;4;4;10;10;10;8;5;123;2012-12;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Fille;128.7;Public Hors EP;15;14;18;12;14;3;4;4;13;10;9;3;8;13;0;13;17;10;0;9;1;11;10;40;5;5;0;4;4;15;14;10;9;10;6;33;39;7;2;4;0;10;8;7;7;5;126.7;2012-12;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;103.2;Public Hors EP;10;;7;;11;8;5;3;7;11;9;3;7;7;3.5;12;16;0;;5;7;8;10;;3;5;;8;2;11;15;3;1;4;4;20;14;8;5;5;7;1;6;8;9;3;104;2012-04;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;98.4;Public Hors EP;10;8;9;12;4;7;5;3;8;10;10;0;8;13;2.5;9;7;4;5;2;0;7;8;31;7.5;5;5;9;3;13;12;1;4;2;4;13;3;6;3.5;1;1;8;6;6;3;3;96;2012-10;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
Public Hors REP;Garcon;96.2;Public Hors EP;12;13;13;5;13;2;5;4;6;11;10;2;8;10;5;13;21;20;22;10;8;10;10;40;9.5;7;7;10;5;15;13;12;12;9;7;42;39;6;11.5;7;8;10;9;10;7;6;96.6;2012-04;2688927048cfbe6b6fc8;ab3ff3642f9203ed;ab3ff3642f9203ed;518066eeabf3;f6726540a0cd
